image,image_url,product_id,title,color,fit,pattern,material,price,rating,category,product_url
00292.webp,https://d2wbq7o4qxi60y.cloudfront.net/9212182692002/1-800.webp,9212182692002,Straight Loose Fit Washed Jeans,['Grey'],Straight Loose Fit,Plain,Cotton,1899.0,4.3,Jeans,https://www.snitch.com/men-jeans/ombre-dyed-straight-loose-fit-jeans-4je070-05/9212182692002/buy
00293.webp,https://d2wbq7o4qxi60y.cloudfront.net/9228861505698/1-800.webp,9228861505698,Bootcut Stretch Washed Jeans,['Grey'],Bootcut,Plain,Cotton Blend,1999.0,4.5,Jeans,https://www.snitch.com/men-jeans/slim-fit-light-distressed-stretch-jeans-4je113-05/9228861505698/buy
00294.webp,https://d2wbq7o4qxi60y.cloudfront.net/9242085621922/1-800.webp,9242085621922,Slim Fit Stretch Washed Jeans,['Blue'],Slim Fit,Plain,Cotton Blend,1999.0,4.2,Jeans,https://www.snitch.com/men-jeans/washed-stretch-slim-fit-jeans-4je112-01/9242085621922/buy
00295.webp,https://d2wbq7o4qxi60y.cloudfront.net/8224437698722/1-800.webp,8224437698722,Refined Blue Relaxed Fit Jeans,['Blue'],Relaxed Fit,Plain,Cotton,1599.0,4.4,Jeans,https://www.snitch.com/men-jeans/refined-blue-relaxed-fit-jeans/8224437698722/buy
00296.webp,https://d2wbq7o4qxi60y.cloudfront.net/8902166118562/1-800.webp,8902166118562,Super Baggy Washed Jeans,['Blue'],Super Baggy Fit,Plain,Cotton,1614.0,4.7,Jeans,https://www.snitch.com/men-jeans/baggy-washed-jeans-4msd4205-02/8902166118562/buy
00297.webp,https://d2wbq7o4qxi60y.cloudfront.net/9233081532578/1-800.webp,9233081532578,Straight Fit Knee Ripped Jeans,['Blue'],Straight Fit,Distressed,Cotton,1999.0,4.5,Jeans,https://www.snitch.com/men-jeans/straight-fit-knee-rips-jeans-4je005-02/9233081532578/buy
00298.webp,https://d2wbq7o4qxi60y.cloudfront.net/8909399064738/1-800.webp,8909399064738,Baggy Washed Jeans,['Blue'],Baggy Fit,Plain,Cotton,1699.0,4.2,Jeans,https://www.snitch.com/men-jeans/baggy-washed-jeans-4je010-01/8909399064738/buy
00299.webp,https://d2wbq7o4qxi60y.cloudfront.net/8951245602978/1-800.webp,8951245602978,Washed Baggy Jeans,['Blue'],Baggy Fit,Plain,Cotton,1699.0,4.3,Jeans,https://www.snitch.com/men-jeans/denim-baggy-jeans-4msd4127-03/8951245602978/buy
00300.webp,https://d2wbq7o4qxi60y.cloudfront.net/9238486778018/1-800.webp,9238486778018,Baggy Stretch Pleated Trousers,['Black'],Baggy Fit,Textured,Poly Blend,1999.0,4.2,Trousers,https://www.snitch.com/men-trousers/textured-stretch-baggy-trousers-4tr012-04/9238486778018/buy
00301.webp,https://d2wbq7o4qxi60y.cloudfront.net/9228862914722/1-800.webp,9228862914722,Bellbottom Stretch Trousers,['Black'],Bellbottom Fit,Plain,Poly Blend,1999.0,4.6,Trousers,https://www.snitch.com/men-trousers/stretch-bellbottom-fit-textured-trousers-4tr007-04/9228862914722/buy
00302.webp,https://d2wbq7o4qxi60y.cloudfront.net/9224475213986/1-800.webp,9224475213986,Off White Loose Fit Sweatpants,['Off White'],Loose Fit,Plain,Cotton Blend,1599.0,4.5,Trousers,https://www.snitch.com/men-trousers/loose-fit-washed-trousers-4j0002-03/9224475213986/buy
00303.webp,https://d2wbq7o4qxi60y.cloudfront.net/8533627895970/1-800.webp,8533627895970,Black Slim Fit Stretch Trousers,['Black'],Slim Fit,Plain,Poly Blend,1499.0,4.5,Trousers,https://www.snitch.com/men-trousers/black-slim-fit-stretch-trousers-4msr5194-03/8533627895970/buy
00304.webp,https://d2wbq7o4qxi60y.cloudfront.net/8533627732130/1-800.webp,8533627732130,Beige Slim Fit Stretch Trousers,['Beige'],Slim Fit,Plain,Poly Blend,1499.0,4.5,Trousers,https://www.snitch.com/men-trousers/beige-slim-fit-stretch-trousers-4msr5194-01/8533627732130/buy
00305.webp,https://d2wbq7o4qxi60y.cloudfront.net/8486617677986/1-800.webp,8486617677986,Black Slit Ankle Pants,['Black'],Relaxed Fit,Plain,Poly Blend,1409.0,4.4,Trousers,https://www.snitch.com/men-trousers/black-slit-ankle-pants-4msr5162-04/8486617677986/buy
00306.webp,https://d2wbq7o4qxi60y.cloudfront.net/8351833686178/1-800.webp,8351833686178,Nova Beige Linen Blend Trouser,['Beige'],Regular Fit,Plain,Cotton Blend,1499.0,4.4,Trousers,https://www.snitch.com/men-trousers/nova-beige-linen-blend-trouser/8351833686178/buy
00307.webp,https://d2wbq7o4qxi60y.cloudfront.net/8941251133602/1-800.webp,8941251133602,Regular Fit Stretch Chinos,['Beige'],Regular Fit,Plain,Cotton Blend,1679.0,4.2,Trousers,https://www.snitch.com/men-trousers/stretch-regular-fit-washed-chinos-4ch004-01/8941251133602/buy
00308.webp,https://d2wbq7o4qxi60y.cloudfront.net/8860920676514/1-800.webp,8860920676514,Relaxed Fit Stretch Trousers,['Black'],Relaxed Fit,Plain,Nylon Blend,1759.0,4.9,Trousers,https://www.snitch.com/men-trousers/stretch-relaxed-fit-trousers-4msr5495-05/8860920676514/buy
00309.webp,https://d2wbq7o4qxi60y.cloudfront.net/8488883880098/1-800.webp,8488883880098,Umber Brown Slit Ankle Pants,['Brown'],Relaxed Fit,Plain,Poly Blend,1499.0,4.4,Trousers,https://www.snitch.com/men-trousers/umber-brown-slit-ankle-pants-4msr5162-01/8488883880098/buy
00310.webp,https://d2wbq7o4qxi60y.cloudfront.net/8518182895778/1-800.webp,8518182895778,Army Green Slim Fit Trousers,['Green'],Slim Fit,Plain,Cotton Blend,1399.0,4.5,Trousers,https://www.snitch.com/men-trousers/olive-slim-fit-trousers-4msr5168-06/8518182895778/buy
00311.webp,https://d2wbq7o4qxi60y.cloudfront.net/9165753712802/1-800.webp,9165753712802,Regular Fit Stretch Trousers,['Black'],Regular Fit,Plain,Poly Blend,1999.0,4.5,Trousers,https://www.snitch.com/men-trousers/textured-stretch-regular-fit-trousers-4tr006-04/9165753712802/buy
00312.webp,https://d2wbq7o4qxi60y.cloudfront.net/9165735755938/1-800.webp,9165735755938,Regular Fit Stretch Trousers,['Beige'],Regular Fit,Plain,Poly Blend,1999.0,4.4,Trousers,https://www.snitch.com/men-trousers/textured-stretch-regular-fit-trousers-4tr006-01/9165735755938/buy
00313.webp,https://d2wbq7o4qxi60y.cloudfront.net/8518183354530/1-800.webp,8518183354530,Olive Slim Fit Trousers,['Olive'],Slim Fit,Plain,Cotton Blend,1359.0,4.5,Trousers,https://www.snitch.com/men-trousers/dark-brown-slim-fit-trousers-4msr5168-08/8518183354530/buy
00314.webp,https://d2wbq7o4qxi60y.cloudfront.net/8954499793058/1-800.webp,8954499793058,Slim Fit Stretch Chinos,['Beige'],Slim Fit,Textured,Cotton Blend,1599.0,4.2,Trousers,https://www.snitch.com/men-trousers/stretch-slim-fit-textured-five-pockets-chinos-4ch023-01/8954499793058/buy
00315.webp,https://d2wbq7o4qxi60y.cloudfront.net/8918342467746/1-800.webp,8918342467746,Regular Fit Stretch Trousers,['Black'],Regular Fit,Plain,Cotton Blend,1529.0,4.4,Trousers,https://www.snitch.com/men-trousers/stretch-regular-fit-trousers-4msr5535-03/8918342467746/buy
00316.webp,https://d2wbq7o4qxi60y.cloudfront.net/8518184599714/1-800.webp,8518184599714,Black Slim Fit Trousers,['Black'],Slim Fit,Plain,Cotton Blend,1439.0,4.5,Trousers,https://www.snitch.com/men-trousers/black-slim-fit-trousers-4msr5168-10/8518184599714/buy
00317.webp,https://d2wbq7o4qxi60y.cloudfront.net/9245320315042/1-800.webp,9245320315042,Cotton Linen Relaxed Fit Trousers,['Off White'],Relaxed Fit,Plain,Cotton Blend,2099.0,4.5,Trousers,https://www.snitch.com/men-trousers/washed-linen-blend-relaxed-fit-trousers-4tr024-01/9245320315042/buy
00318.webp,https://d2wbq7o4qxi60y.cloudfront.net/9228862947490/1-800.webp,9228862947490,Grey Loose Fit Sweatpants,['Grey'],Loose Fit,Textured,Cotton Blend,1599.0,4.5,Trousers,https://www.snitch.com/men-trousers/loose-fit-textured-trousers-4j0002-01/9228862947490/buy
00319.webp,https://d2wbq7o4qxi60y.cloudfront.net/8951033528482/1-800.webp,8951033528482,Regular Fit Stretch Trousers,['Olive'],Regular Fit,Plain,Poly Blend,1999.0,4.3,Trousers,https://www.snitch.com/men-trousers/textured-stretch-regular-fit-trousers-4tr006-02/8951033528482/buy
00320.webp,https://d2wbq7o4qxi60y.cloudfront.net/8944667525282/1-800.webp,8944667525282,Cream Baggy Stretch Chinos,['Cream'],Baggy Fit,Plain,Cotton Blend,1799.0,4.6,Trousers,https://www.snitch.com/men-trousers/baggy-textured-stretch-chinos-4ch005-01/8944667525282/buy
00321.webp,https://d2wbq7o4qxi60y.cloudfront.net/9212182626466/1-800.webp,9212182626466,Slim Fit Stretch Chinos,['Black'],Slim Fit,Plain,Cotton Blend,1599.0,4.3,Trousers,https://www.snitch.com/men-trousers/stretch-slim-fit-washed-five-pockets-chinos-4ch023-04/9212182626466/buy
00322.webp,https://d2wbq7o4qxi60y.cloudfront.net/9233083990178/1-800.webp,9233083990178,Slim Fit Stretch Trousers,['Black'],Slim Fit,Plain,Poly Blend,1499.0,4.3,Trousers,https://www.snitch.com/men-trousers/self-design-stretch-slim-fit-trousers-mp-4tr027-06/9233083990178/buy
00323.webp,https://d2wbq7o4qxi60y.cloudfront.net/8726422421666/1-800.webp,8726422421666,Beige Baggy Parachute Pants,['Beige'],Baggy Fit,Plain,Polyester,1912.0,4.8,Trousers,https://www.snitch.com/men-trousers/beige-baggy-trousers-4msr5347-03/8726422421666/buy
00324.webp,https://d2wbq7o4qxi60y.cloudfront.net/8951245275298/1-800.webp,8951245275298,Slim Fit Stretch Pleated Chinos,['Black'],Slim Fit,Plain,Cotton Blend,1799.0,4.1,Trousers,https://www.snitch.com/men-trousers/stretch-slim-fit-five-pockets-washed-chinos-4ch002-05/8951245275298/buy
00325.webp,https://d2wbq7o4qxi60y.cloudfront.net/8951245176994/1-800.webp,8951245176994,Black Baggy Stretch Chinos,['Black'],Baggy Fit,Plain,Cotton Blend,1439.0,4.5,Trousers,https://www.snitch.com/men-trousers/baggy-washed-stretch-chinos-4ch005-06/8951245176994/buy
00326.webp,https://d2wbq7o4qxi60y.cloudfront.net/8951033594018/1-800.webp,8951033594018,Regular Fit Stretch Trousers,['Navy'],Regular Fit,Plain,Poly Blend,1999.0,4.2,Trousers,https://www.snitch.com/men-trousers/textured-stretch-regular-fit-trousers-4tr006-03/8951033594018/buy
00327.webp,https://d2wbq7o4qxi60y.cloudfront.net/9228862980258/1-800.webp,9228862980258,Black Loose Fit Sweatpants,['Black'],Loose Fit,Textured,Cotton Blend,1599.0,4.4,Trousers,https://www.snitch.com/men-trousers/loose-fit-textured-trousers-4j0002-02/9228862980258/buy
00328.webp,https://d2wbq7o4qxi60y.cloudfront.net/8951245078690/1-800.webp,8951245078690,Navy Baggy Stretch Chinos,['Navy'],Baggy Fit,Plain,Cotton Blend,1119.0,4.4,Trousers,https://www.snitch.com/men-trousers/baggy-washed-stretch-chinos-4ch005-03/8951245078690/buy
00329.webp,https://d2wbq7o4qxi60y.cloudfront.net/8909400211618/1-800.webp,8909400211618,Relaxed Fit Stretch Stripes Trousers,['Black'],Relaxed Fit,Stripes,Cotton Blend,1279.0,4.5,Trousers,https://www.snitch.com/men-trousers/relaxed-fit-stripes-stretch-trousers-4msr5536-03/8909400211618/buy
00330.webp,https://d2wbq7o4qxi60y.cloudfront.net/8915801997474/1-800.webp,8915801997474,Relaxed Fit Stretch Stripes Trousers,['Beige'],Relaxed Fit,Stripes,Cotton Blend,1119.0,4.4,Trousers,https://www.snitch.com/men-trousers/relaxed-fit-stripes-stretch-trousers-4msr5536-04/8915801997474/buy
00331.webp,https://d2wbq7o4qxi60y.cloudfront.net/8889035849890/1-800.webp,8889035849890,Relaxed Fit Linen Blend Trousers,['Off White'],Relaxed Fit,Plain,Linen Blend,1799.0,4.4,Trousers,https://www.snitch.com/men-trousers/relaxed-fit-linen-blend-trousers-4msr5522-01/8889035849890/buy
00332.webp,https://d2wbq7o4qxi60y.cloudfront.net/9233083957410/1-800.webp,9233083957410,Slim Fit Stretch Trousers,['Navy'],Slim Fit,Plain,Poly Blend,1499.0,4.1,Trousers,https://www.snitch.com/men-trousers/self-design-stretch-slim-fit-trousers-mp-4tr027-05/9233083957410/buy
00333.webp,https://d2wbq7o4qxi60y.cloudfront.net/8944667328674/1-800.webp,8944667328674,Slim Fit Stretch Pleated Chinos,['Beige'],Slim Fit,Plain,Cotton Blend,1799.0,4.4,Trousers,https://www.snitch.com/men-trousers/slim-fit-stretch-washed-chinos-4ch002-01/8944667328674/buy
00334.webp,https://d2wbq7o4qxi60y.cloudfront.net/9239405920418/1-800.webp,9239405920418,Linen Blend Relaxed Fit Chinos,['Black'],Custom Relaxed Fit,Plain,Cotton Blend,1699.0,4.4,Trousers,https://www.snitch.com/men-trousers/relaxed-fit-linen-blend-washed-chinos-4ch020-01/9239405920418/buy
00335.webp,https://d2wbq7o4qxi60y.cloudfront.net/9235524026530/1-800.webp,9235524026530,Olive Loose Fit Sweatpants,['Olive'],Relaxed Fit,Textured,Cotton Blend,1599.0,4.2,Trousers,https://www.snitch.com/men-trousers/loose-fit-textured-trousers-4j0002-04/9235524026530/buy
00336.webp,https://d2wbq7o4qxi60y.cloudfront.net/8951245308066/1-800.webp,8951245308066,Slim Fit Stretch Pleated Chinos,['Navy'],Slim Fit,Plain,Cotton Blend,1799.0,4.5,Trousers,https://www.snitch.com/men-trousers/stretch-slim-fit-five-pockets-washed-chinos-4ch002-06/8951245308066/buy
00337.webp,https://d2wbq7o4qxi60y.cloudfront.net/9223561576610/1-800.webp,9223561576610,Linen Blend Relaxed Fit Trousers,['Off White'],Relaxed Fit,Textured,Cotton Blend,1899.0,4.6,Trousers,https://www.snitch.com/men-trousers/relaxed-fit-linen-blend-textured-track-pants-4jo006-01/9223561576610/buy
00338.webp,https://d2wbq7o4qxi60y.cloudfront.net/9243484618914/1-800.webp,9243484618914,Baggy Stretch Pleated Trousers,['Navy'],Baggy Fit,Plain,Poly Blend,1999.0,4.1,Trousers,https://www.snitch.com/men-trousers/washed-stretch-baggy-trousers-4tr012-03/9243484618914/buy
00339.webp,https://d2wbq7o4qxi60y.cloudfront.net/9223561740450/1-800.webp,9223561740450,Regular Fit Stretch Trousers,['Grey'],Custom Regular Fit,Plain,Cotton Blend,1899.0,4.3,Trousers,https://www.snitch.com/men-trousers/washed-stretch-regular-fit-trousers-4tr033-06/9223561740450/buy
00340.webp,https://d2wbq7o4qxi60y.cloudfront.net/8726422225058/1-800.webp,8726422225058,Black Baggy Parachute Pants,['Black'],Baggy Fit,Plain,Polyester,1912.0,5.0,Trousers,https://www.snitch.com/men-trousers/black-baggy-trousers-4msr5347-01/8726422225058/buy
00341.webp,https://d2wbq7o4qxi60y.cloudfront.net/9235523829922/1-800.webp,9235523829922,Slim Fit Stretch Pleated Trousers,['Black'],Slim Fit,Plain,Poly Blend,1999.0,4.3,Trousers,https://www.snitch.com/men-trousers/stretch-slim-fit-textured-trousers-4tr013-04/9235523829922/buy
00342.webp,https://d2wbq7o4qxi60y.cloudfront.net/8944667426978/1-800.webp,8944667426978,Slim Fit Stretch Pleated Chinos,['Grey'],Slim Fit,Plain,Cotton Blend,1799.0,4.4,Trousers,https://www.snitch.com/men-trousers/slim-fit-stretch-washed-chinos-4ch002-03/8944667426978/buy
00343.webp,https://d2wbq7o4qxi60y.cloudfront.net/9215838978210/1-800.webp,9215838978210,Slim Fit Stretch Chinos,['Navy'],Slim Fit,Plain,Cotton Blend,1599.0,4.5,Trousers,https://www.snitch.com/men-trousers/stretch-slim-fit-washed-five-pockets-chinos-4ch023-03/9215838978210/buy
00344.webp,https://d2wbq7o4qxi60y.cloudfront.net/9212182593698/1-800.webp,9212182593698,Slim Fit Stretch Chinos,['Olive'],Slim Fit,Plain,Cotton Blend,1599.0,4.4,Trousers,https://www.snitch.com/men-trousers/stretch-slim-fit-washed-five-pockets-chinos-4ch023-02/9212182593698/buy
00345.webp,https://d2wbq7o4qxi60y.cloudfront.net/9237969535138/1-800.webp,9237969535138,Textured Stripes 100% Cotton Trousers,['Green'],Custom Relaxed Fit,Textured,Cotton,1599.0,4.4,Trousers,https://www.snitch.com/men-trousers/textured-100-cotton-custom-relaxed-fit-trousers-4tr030-02/9237969535138/buy
00346.webp,https://d2wbq7o4qxi60y.cloudfront.net/8723835945122/1-800.webp,8723835945122,Slim Fit 100% Cotton Twill Trousers,['Black'],Slim Fit,Self-Design,Cotton,1599.0,4.6,Trousers,https://www.snitch.com/men-trousers/slim-fit-100-cotton-self-design-trousers-4msr5376-05/8723835945122/buy
00347.webp,https://d2wbq7o4qxi60y.cloudfront.net/9237969502370/1-800.webp,9237969502370,Textured Stripes 100% Cotton Trousers,['Brown'],Custom Relaxed Fit,Textured,Cotton,1599.0,4.3,Trousers,https://www.snitch.com/men-trousers/textured-100-cotton-custom-relaxed-fit-trousers-4tr030-01/9237969502370/buy
00348.webp,https://d2wbq7o4qxi60y.cloudfront.net/8726422323362/1-800.webp,8726422323362,Light Grey Baggy Parachute Pants,['Grey'],Baggy Fit,Plain,Polyester,1912.0,4.6,Trousers,https://www.snitch.com/men-trousers/light-grey-baggy-trousers-4msr5347-02/8726422323362/buy
00349.webp,https://d2wbq7o4qxi60y.cloudfront.net/8519412088994/1-800.webp,8519412088994,Navy Slim Fit Chinos,['Navy'],Slim Fit,Plain,Cotton Blend,1349.0,4.5,Trousers,https://www.snitch.com/men-trousers/navy-slim-fit-chinos-4msc4026-05/8519412088994/buy
00350.webp,https://d2wbq7o4qxi60y.cloudfront.net/8954500841634/1-800.webp,8954500841634,Slim Fit Stretch Trousers,['Black'],Slim Fit,Plain,Cotton Blend,1259.0,4.2,Trousers,https://www.snitch.com/men-trousers/slim-fit-washed-stretch-trousers-4tr032-04/8954500841634/buy
00351.webp,https://d2wbq7o4qxi60y.cloudfront.net/8920811929762/1-800.webp,8920811929762,Regular Fit Stretch Trousers,['Green'],Regular Fit,Plain,Cotton Blend,1529.0,4.4,Trousers,https://www.snitch.com/men-trousers/stretch-regular-fit-washed-trousers-4msr5535-02/8920811929762/buy
00352.webp,https://d2wbq7o4qxi60y.cloudfront.net/9212183019682/1-800.webp,9212183019682,Regular Fit Stretch Trousers,['Black'],Custom Regular Fit,Plain,Cotton Blend,1899.0,4.4,Trousers,https://www.snitch.com/men-trousers/washed-stretch-customised-regular-fit-trousers-4tr033-02/9212183019682/buy
00353.webp,https://d2wbq7o4qxi60y.cloudfront.net/9235523698850/1-800.webp,9235523698850,Slim Fit Stretch Pleated Trousers,['Grey'],Slim Fit,Plain,Poly Blend,1999.0,4.2,Trousers,https://www.snitch.com/men-trousers/stretch-slim-fit-textured-trousers-4tr013-01/9235523698850/buy
00354.webp,https://d2wbq7o4qxi60y.cloudfront.net/9235523764386/1-800.webp,9235523764386,Slim Fit Stretch Pleated Trousers,['Brown'],Slim Fit,Plain,Poly Blend,1999.0,4.1,Trousers,https://www.snitch.com/men-trousers/stretch-slim-fit-textured-trousers-4tr013-03/9235523764386/buy
00355.webp,https://d2wbq7o4qxi60y.cloudfront.net/8944667263138/1-800.webp,8944667263138,Regular Fit Stretch Chinos,['Brown'],Regular Fit,Plain,Cotton Blend,1469.0,4.3,Trousers,https://www.snitch.com/men-trousers/stretch-regular-fit-washed-chinos-4ch004-03/8944667263138/buy
00356.webp,https://d2wbq7o4qxi60y.cloudfront.net/8951245144226/1-800.webp,8951245144226,Olive Baggy Stretch Chinos,['Brown'],Baggy Fit,Plain,Cotton Blend,1259.0,4.3,Trousers,https://www.snitch.com/men-trousers/baggy-washed-stretch-chinos-4ch005-05/8951245144226/buy
00357.webp,https://d2wbq7o4qxi60y.cloudfront.net/9233083859106/1-800.webp,9233083859106,Slim Fit Stretch Trousers,['Brown'],Slim Fit,Plain,Poly Blend,1499.0,4.3,Trousers,https://www.snitch.com/men-trousers/self-design-stretch-slim-fit-trousers-mp-4tr027-03/9233083859106/buy
00358.webp,https://d2wbq7o4qxi60y.cloudfront.net/8723835682978/1-800.webp,8723835682978,Slim Fit 100% Cotton Twill Trousers,['Brown'],Slim Fit,Self-Design,Cotton,1599.0,4.4,Trousers,https://www.snitch.com/men-trousers/slim-fit-100-cotton-self-design-trousers-4msr5376-02/8723835682978/buy
00359.webp,https://d2wbq7o4qxi60y.cloudfront.net/9235523731618/1-800.webp,9235523731618,Slim Fit Stretch Pleated Trousers,['Grey'],Slim Fit,Plain,Poly Blend,1999.0,4.4,Trousers,https://www.snitch.com/men-trousers/stretch-slim-fit-textured-trousers-4tr013-02/9235523731618/buy
00360.webp,https://d2wbq7o4qxi60y.cloudfront.net/9233083793570/1-800.webp,9233083793570,Slim Fit Stretch Trousers,['Grey'],Slim Fit,Plain,Poly Blend,1499.0,4.4,Trousers,https://www.snitch.com/men-trousers/self-design-stretch-slim-fit-trousers-mp-4tr027-01/9233083793570/buy
00361.webp,https://d2wbq7o4qxi60y.cloudfront.net/8951245340834/1-800.webp,8951245340834,Slim Fit Stretch Pleated Chinos,['Grey'],Slim Fit,Plain,Cotton Blend,1799.0,4.3,Trousers,https://www.snitch.com/men-trousers/stretch-slim-fit-five-pockets-washed-chinos-4ch002-07/8951245340834/buy
00362.webp,https://d2wbq7o4qxi60y.cloudfront.net/8915801964706/1-800.webp,8915801964706,Relaxed Fit Stretch Stripes Trousers,['Green'],Relaxed Fit,Stripes,Cotton Blend,1119.0,4.1,Trousers,https://www.snitch.com/men-trousers/relaxed-fit-stripes-stretch-trousers-4msr5536-01/8915801964706/buy
00363.webp,https://d2wbq7o4qxi60y.cloudfront.net/8870308413602/1-800.webp,8870308413602,Relaxed Fit Linen Blend Trousers,['Beige'],Relaxed Fit,Plain,Linen Blend,1799.0,4.7,Trousers,https://www.snitch.com/men-trousers/relaxed-fit-linen-blend-trousers-4msr5522-02/8870308413602/buy
00364.webp,https://d2wbq7o4qxi60y.cloudfront.net/8951245209762/1-800.webp,8951245209762,Slim Fit Stretch Pleated Chinos,['Olive'],Slim Fit,Plain,Cotton Blend,1799.0,4.4,Trousers,https://www.snitch.com/men-trousers/stretch-slim-fit-five-pockets-washed-chinos-4ch002-02/8951245209762/buy
00365.webp,https://d2wbq7o4qxi60y.cloudfront.net/8518181683362/1-800.webp,8518181683362,Light Grey Slim Fit Trousers,['Grey'],Slim Fit,Plain,Cotton Blend,1399.0,4.4,Trousers,https://www.snitch.com/men-trousers/cream-slim-fit-trousers-4msr5168-02/8518181683362/buy
00366.webp,https://d2wbq7o4qxi60y.cloudfront.net/9223561674914/1-800.webp,9223561674914,Regular Fit Stretch Trousers,['Olive'],Custom Regular Fit,Plain,Cotton Blend,1899.0,4.2,Trousers,https://www.snitch.com/men-trousers/washed-stretch-regular-fit-trousers-4tr033-04/9223561674914/buy
00367.webp,https://d2wbq7o4qxi60y.cloudfront.net/9165770686626/1-800.webp,9165770686626,Regular Fit Stretch Trousers,['Olive'],Custom Regular Fit,Plain,Cotton Blend,1899.0,4.1,Trousers,https://www.snitch.com/men-trousers/washed-stretch-customised-regular-fit-trousers-4tr033-01/9165770686626/buy
00368.webp,https://d2wbq7o4qxi60y.cloudfront.net/9242085327010/1-800.webp,9242085327010,Linen Blend Relaxed Fit Chinos,['Off White'],Custom Relaxed Fit,Plain,Linen Blend,1699.0,4.1,Trousers,https://www.snitch.com/men-trousers/relaxed-fit-linen-blend-textured-chinos-4ch020-04/9242085327010/buy
00369.webp,https://d2wbq7o4qxi60y.cloudfront.net/8910060486818/1-800.webp,8910060486818,Relaxed Fit Stretch Stripes Trousers,['Cream'],Relaxed Fit,Stripes,Cotton Blend,1279.0,4.5,Trousers,https://www.snitch.com/men-trousers/relaxed-fit-stripes-stretch-trousers-4msr5536-02/8910060486818/buy
